id_estudiante,fecha_consulta,derivado,tipo_consulta,urgencia,tiempo_consulta,tiempo_espera,id_asesor,calidad_del_servicio,consulta_resuelta,puntaje_esfuerzo_cliente,indice_promotor_neto,satisfaccion_estudiante
E18352,2023-07-22,True,Consulta de trámites,Baja,1782,1376,A479,2,False,5,17,1
E18353,2023-05-10,False,Solicitud de documentos,Baja,1152,941,A377,1,True,5,35,2
E18354,2023-08-19,True,Información general,Alta,661,5,A459,3,True,1,97,5
E18355,2023-12-14,True,Consulta de matrícula,Baja,1131,222,A119,2,False,3,55,3
E18356,2023-01-18,False,Consulta de trámites,Media,533,5,A256,3,False,2,87,4
E18357,2023-05-15,False,Solicitud de documentos,Baja,908,5,A190,3,True,1,82,5
E18358,2024-02-26,True,Solicitud de documentos,Baja,898,5,A086,3,True,1,82,5
E18359,2024-06-23,False,Consulta de trámites,Media,1227,1012,A091,2,True,5,33,2
E18360,2023-12-24,True,Queja,Alta,1035,373,A257,2,True,1,54,3
E18361,2023-03-28,True,Consulta de matrícula,Media,719,181,A377,3,True,2,80,4
E18362,2024-12-17,True,Información general,Alta,1281,717,A436,1,True,3,57,3
E18363,2024-07-28,True,Consulta de trámites,Media,1145,80,A283,1,True,5,58,2
E18364,2024-02-26,True,Consulta de trámites,Alta,1752,1348,A112,1,True,5,18,1
E18365,2024-05-14,False,Consulta de matrícula,Media,1289,931,A125,3,False,2,92,4
E18366,2024-10-28,False,Información general,Alta,1295,1230,A193,1,True,1,79,3
E18367,2024-05-21,True,Solicitud de documentos,Media,1090,1038,A327,2,True,2,76,3
E18368,2024-07-28,False,Queja,Media,1513,632,A375,1,True,4,12,1
E18369,2023-05-13,False,Consulta de trámites,Alta,968,5,A095,1,True,3,58,3
E18370,2023-11-07,True,Queja,Media,1075,293,A347,3,True,3,72,4
E18371,2024-03-14,False,Consulta de trámites,Media,1026,940,A166,2,False,2,40,3
E18372,2024-01-19,False,Queja,Alta,1405,1197,A114,2,True,3,93,4
E18373,2023-09-06,True,Consulta de matrícula,Media,997,627,A353,1,True,3,28,2
E18374,2023-11-03,True,Consulta de matrícula,Media,665,383,A129,3,True,1,87,5
E18375,2023-01-29,True,Solicitud de documentos,Alta,1213,982,A199,3,True,5,47,2
E18376,2024-04-27,True,Consulta de trámites,Media,1464,1038,A336,1,True,5,38,2
E18377,2023-12-18,True,Solicitud de documentos,Media,1178,822,A438,2,True,5,23,2
E18378,2024-07-23,True,Información general,Baja,1387,1329,A474,2,False,2,78,3
E18379,2023-07-27,True,Información general,Media,1266,765,A322,2,True,2,40,3
E18380,2023-02-15,False,Consulta de trámites,Alta,1513,1213,A252,3,False,5,26,2
E18381,2024-12-16,True,Queja,Media,690,649,A248,1,True,4,78,3
E18382,2023-12-22,False,Solicitud de documentos,Baja,996,615,A212,3,True,4,51,3
E18383,2024-06-29,False,Queja,Media,1443,1067,A231,2,True,1,58,3
E18384,2023-04-11,True,Consulta de trámites,Media,476,85,A340,3,True,2,92,5
E18385,2023-11-16,False,Solicitud de documentos,Alta,1131,622,A302,2,True,5,58,2
E18386,2023-03-21,False,Consulta de matrícula,Media,1586,434,A188,1,True,4,46,2
E18387,2024-11-11,False,Queja,Media,1072,147,A121,2,True,5,45,2
E18388,2023-10-28,True,Consulta de trámites,Alta,731,5,A255,1,False,3,54,3
E18389,2023-11-16,False,Solicitud de documentos,Media,991,156,A499,3,True,4,63,3
E18390,2023-05-28,False,Queja,Baja,1990,1545,A158,3,True,5,25,2
E18391,2023-12-20,True,Consulta de matrícula,Media,617,14,A448,3,True,2,67,4
E18392,2024-04-13,False,Consulta de trámites,Baja,790,638,A117,2,True,2,67,3
E18393,2023-02-24,False,Solicitud de documentos,Baja,1879,996,A260,1,True,3,40,2
E18394,2024-03-01,False,Información general,Baja,1109,323,A464,3,True,3,81,4
E18395,2024-10-25,False,Queja,Media,1103,427,A430,3,False,1,70,4
E18396,2024-10-03,False,Solicitud de documentos,Media,1091,269,A231,1,False,5,13,1
E18397,2024-03-12,True,Consulta de trámites,Media,939,5,A133,2,True,4,42,2
E18398,2023-12-11,False,Queja,Alta,1249,205,A064,3,False,4,60,3
E18399,2023-12-11,True,Queja,Media,985,5,A087,2,True,4,22,2
E18400,2024-03-30,False,Solicitud de documentos,Alta,1246,400,A297,2,True,1,75,4
E18401,2023-10-20,True,Queja,Media,861,734,A281,2,True,5,76,3
E18402,2023-08-15,True,Queja,Baja,1414,475,A298,3,False,3,56,3
E18403,2024-09-25,True,Consulta de trámites,Alta,685,5,A419,3,True,1,101,5
E18404,2023-07-11,False,Solicitud de documentos,Alta,1029,30,A250,1,True,3,46,3
E18405,2023-08-09,False,Consulta de matrícula,Baja,553,5,A463,1,True,1,79,4
E18406,2024-12-24,False,Consulta de matrícula,Baja,1879,1351,A375,2,False,1,74,3
E18407,2023-10-23,False,Consulta de trámites,Media,1150,77,A069,3,True,4,48,2
E18408,2023-04-27,False,Información general,Media,1253,147,A058,2,True,1,90,4
E18409,2023-04-19,True,Información general,Media,1044,532,A377,1,False,4,21,2
E18410,2024-10-15,True,Información general,Media,1646,1556,A456,2,True,4,64,3
E18411,2023-01-25,True,Queja,Media,1652,920,A042,2,True,4,27,2
E18412,2024-05-25,False,Información general,Baja,982,797,A301,3,True,2,89,4
E18413,2024-08-30,False,Información general,Media,1002,950,A280,2,True,4,58,3
E18414,2023-10-22,True,Consulta de matrícula,Media,1632,698,A303,2,True,5,23,2
E18415,2024-05-23,False,Consulta de trámites,Media,994,129,A075,3,True,5,48,3
E18416,2024-09-23,False,Consulta de matrícula,Baja,1111,139,A468,3,False,1,93,4
E18417,2024-06-24,True,Queja,Media,1520,1484,A223,1,True,3,50,2
E18418,2024-05-08,True,Información general,Media,1699,623,A172,3,True,5,21,2
E18419,2024-11-26,False,Información general,Media,1195,778,A161,2,True,3,65,3
E18420,2024-07-17,False,Solicitud de documentos,Alta,972,258,A097,1,True,4,36,2
E18421,2023-08-05,True,Información general,Alta,908,680,A349,1,False,3,26,1
E18422,2023-12-01,False,Consulta de trámites,Baja,1059,444,A473,1,True,4,58,2
E18423,2023-12-28,True,Queja,Media,1580,1179,A280,1,True,2,64,3
E18424,2024-04-23,True,Consulta de trámites,Baja,1243,1009,A134,2,True,1,70,4
E18425,2024-05-19,True,Consulta de trámites,Baja,1464,1252,A286,2,True,3,74,3
E18426,2024-01-05,False,Consulta de trámites,Alta,827,180,A133,2,True,3,75,3
E18427,2023-06-27,True,Información general,Media,1129,135,A359,2,True,3,76,4
E18428,2024-12-27,True,Información general,Baja,702,5,A277,1,True,1,82,4
E18429,2024-01-06,False,Consulta de trámites,Baja,1157,620,A455,2,True,2,53,3
E18430,2023-12-10,True,Consulta de trámites,Baja,837,393,A356,1,True,1,65,3
E18431,2024-06-07,False,Consulta de matrícula,Media,1489,1197,A204,3,False,5,31,2
E18432,2024-01-12,False,Consulta de matrícula,Baja,766,289,A197,2,False,1,89,4
E18433,2023-11-01,False,Queja,Media,1432,959,A365,3,True,5,61,3
E18434,2024-02-15,True,Solicitud de documentos,Baja,1163,388,A392,3,True,3,86,4
E18435,2024-05-27,True,Información general,Media,915,5,A389,2,True,2,68,4
E18436,2024-04-24,False,Solicitud de documentos,Media,903,5,A401,1,True,4,24,2
E18437,2024-03-07,False,Información general,Alta,894,5,A229,3,False,2,87,4
E18438,2023-02-14,False,Información general,Media,1417,743,A353,2,True,5,27,2
E18439,2024-08-05,True,Queja,Media,913,798,A415,3,True,2,87,4
E18440,2024-03-23,False,Solicitud de documentos,Baja,1041,5,A031,3,True,3,82,4
E18441,2024-01-08,False,Queja,Media,1171,1091,A010,2,True,1,79,4
E18442,2023-09-17,False,Solicitud de documentos,Media,1164,672,A176,3,True,5,56,2
E18443,2023-07-07,True,Consulta de matrícula,Alta,1758,596,A126,1,False,5,29,1
E18444,2024-04-17,False,Consulta de matrícula,Alta,1648,866,A051,1,True,5,38,2
E18445,2023-10-17,True,Solicitud de documentos,Alta,1534,795,A302,3,False,3,23,2
E18446,2023-11-05,True,Información general,Media,1357,1059,A237,3,False,2,80,4
E18447,2024-01-21,False,Consulta de matrícula,Baja,1164,692,A382,2,True,5,52,2
E18448,2023-07-26,False,Consulta de trámites,Alta,941,5,A156,1,True,4,29,2
E18449,2024-06-23,False,Consulta de matrícula,Media,1707,1129,A023,3,True,5,22,2
E18450,2024-03-24,True,Consulta de matrícula,Baja,1216,703,A093,1,False,2,53,3
E18451,2024-01-06,True,Consulta de trámites,Baja,804,5,A480,3,True,2,114,5
E18452,2024-03-04,True,Consulta de matrícula,Baja,1623,1083,A401,2,True,4,59,3
E18453,2024-04-13,False,Queja,Baja,613,382,A381,2,True,1,72,4
E18454,2024-05-15,True,Queja,Media,1325,810,A153,1,True,5,16,1
E18455,2024-11-09,False,Consulta de trámites,Media,1614,469,A403,1,True,2,67,3
E18456,2024-06-24,False,Queja,Media,1034,964,A356,3,True,4,48,3
E18457,2024-05-03,False,Solicitud de documentos,Baja,932,437,A414,3,True,4,44,3
E18458,2023-10-12,True,Queja,Media,1289,660,A090,3,True,3,77,3
E18459,2024-01-02,True,Solicitud de documentos,Baja,1428,1140,A450,1,True,2,57,3
E18460,2023-04-27,True,Consulta de trámites,Media,1090,400,A488,2,False,2,59,3
E18461,2023-05-03,False,Queja,Alta,1220,402,A435,2,True,2,48,3
E18462,2023-12-19,True,Consulta de matrícula,Baja,1477,1052,A273,1,True,3,52,2
E18463,2023-11-05,True,Información general,Baja,1552,659,A294,2,False,4,37,2
E18464,2023-02-26,False,Consulta de matrícula,Baja,1739,867,A174,1,False,4,16,1
E18465,2023-12-10,False,Solicitud de documentos,Baja,1103,5,A060,3,True,1,85,4
E18466,2023-12-19,True,Información general,Baja,894,5,A466,1,True,4,48,3
E18467,2024-07-16,False,Información general,Media,1143,628,A263,2,True,2,61,3
E18468,2023-05-17,True,Información general,Media,1071,236,A431,1,False,3,30,2
E18469,2024-12-07,False,Consulta de matrícula,Alta,1497,566,A098,1,True,1,56,3
E18470,2024-12-15,False,Información general,Media,1476,390,A289,1,True,4,3,1
E18471,2024-05-25,True,Consulta de matrícula,Media,1432,730,A426,1,False,3,55,2
E18472,2023-06-15,False,Información general,Media,1367,1036,A422,2,True,5,37,2
E18473,2023-07-07,False,Queja,Alta,1039,412,A153,3,True,4,67,3
E18474,2023-02-18,False,Solicitud de documentos,Media,1347,1182,A075,2,False,3,33,2
E18475,2024-08-10,True,Consulta de matrícula,Media,844,5,A314,2,True,2,53,3
E18476,2023-02-03,False,Solicitud de documentos,Baja,1033,120,A195,3,True,5,42,3
E18477,2024-08-01,False,Solicitud de documentos,Media,956,5,A440,2,False,1,70,4
E18478,2024-12-31,True,Solicitud de documentos,Alta,1153,759,A217,3,True,1,65,4
E18479,2023-10-04,True,Consulta de trámites,Media,734,252,A041,3,True,2,94,4
E18480,2024-01-13,False,Consulta de matrícula,Alta,1655,1500,A203,1,True,3,71,3
E18481,2024-03-09,False,Consulta de matrícula,Media,745,5,A330,2,True,5,48,3
E18482,2023-06-13,False,Información general,Media,1534,1177,A364,3,True,4,54,3
E18483,2023-04-11,True,Información general,Alta,678,189,A439,2,True,2,93,4
E18484,2024-06-06,False,Queja,Media,582,5,A005,2,True,2,66,4
E18485,2024-06-24,True,Solicitud de documentos,Alta,612,5,A023,3,True,2,84,5
E18486,2023-11-16,True,Información general,Media,1383,1207,A008,1,True,2,56,3
E18487,2023-10-05,False,Consulta de matrícula,Alta,661,438,A229,3,True,4,71,3
E18488,2024-09-09,False,Solicitud de documentos,Media,827,5,A332,1,True,2,76,4
E18489,2023-11-01,True,Información general,Baja,864,103,A343,3,True,1,86,5
E18490,2024-03-17,False,Información general,Alta,880,5,A061,3,False,1,82,4
E18491,2024-04-10,False,Solicitud de documentos,Baja,1103,5,A177,1,True,2,50,3
E18492,2024-05-10,True,Solicitud de documentos,Media,1545,937,A140,1,True,3,40,2
E18493,2024-03-21,False,Información general,Media,1462,911,A078,2,True,1,53,3
E18494,2024-02-21,True,Solicitud de documentos,Baja,1114,840,A107,3,True,5,49,3
E18495,2023-10-12,False,Consulta de trámites,Media,1102,288,A155,2,True,3,73,4
E18496,2024-05-01,True,Solicitud de documentos,Media,1383,285,A287,2,True,2,77,3
E18497,2024-07-29,True,Información general,Media,1038,5,A422,1,True,4,25,2
E18498,2023-03-28,False,Queja,Media,1168,68,A144,1,True,3,64,3
E18499,2023-11-03,True,Queja,Media,894,155,A237,2,False,5,42,2
E18500,2024-05-02,True,Información general,Media,2020,1553,A286,1,False,3,7,1
E18501,2024-10-17,False,Solicitud de documentos,Alta,1082,1028,A391,3,True,1,97,5
E18502,2024-01-31,False,Solicitud de documentos,Media,1044,876,A248,1,True,1,66,3
E18503,2023-10-09,False,Información general,Baja,1484,1312,A415,1,True,4,21,2
E18504,2024-02-03,True,Consulta de matrícula,Alta,403,5,A312,3,True,3,55,3
E18505,2024-09-06,True,Solicitud de documentos,Baja,2102,1728,A063,1,True,4,9,1
E18506,2023-01-04,True,Información general,Media,1193,730,A060,2,True,3,43,2
E18507,2023-02-10,False,Información general,Baja,1190,767,A492,2,True,2,80,4
E18508,2023-12-24,True,Consulta de trámites,Media,1057,948,A251,2,True,3,56,2
E18509,2023-05-22,True,Consulta de matrícula,Baja,1878,1056,A253,1,False,3,27,2
E18510,2024-09-20,False,Solicitud de documentos,Media,1431,932,A040,1,False,2,50,2
E18511,2023-02-27,True,Información general,Baja,922,601,A336,1,True,5,11,1
E18512,2024-07-21,False,Consulta de matrícula,Baja,1109,291,A470,2,True,1,94,4
E18513,2024-06-08,False,Consulta de trámites,Media,1211,343,A082,1,True,3,72,3
E18514,2023-03-26,False,Información general,Baja,894,5,A216,3,True,4,62,3
E18515,2024-08-17,True,Consulta de matrícula,Media,1192,234,A222,1,True,2,80,4
E18516,2023-05-21,True,Consulta de trámites,Media,1309,477,A164,2,True,5,30,2
E18517,2024-07-24,True,Queja,Media,1028,13,A049,3,True,1,98,5
E18518,2024-05-26,False,Solicitud de documentos,Baja,607,5,A086,3,True,1,91,5
E18519,2024-06-17,False,Consulta de matrícula,Media,1108,630,A455,2,False,4,73,3
E18520,2023-09-21,False,Información general,Media,1393,1069,A424,3,True,5,38,2
E18521,2023-02-02,True,Información general,Media,1313,115,A337,3,True,4,72,3
E18522,2024-08-20,True,Información general,Baja,736,5,A174,3,True,1,85,5
E18523,2024-04-23,True,Información general,Media,1431,1161,A421,3,True,3,46,3
E18524,2023-02-08,True,Información general,Media,691,5,A130,3,False,2,61,3
E18525,2023-05-24,True,Consulta de trámites,Baja,1743,1129,A259,1,True,2,49,3
E18526,2023-05-16,False,Solicitud de documentos,Media,1673,1035,A366,2,True,4,27,2
E18527,2023-11-19,True,Consulta de matrícula,Baja,1451,1197,A179,2,True,3,76,3
E18528,2023-03-04,False,Solicitud de documentos,Baja,1237,720,A009,1,False,1,48,3
E18529,2024-11-12,False,Queja,Baja,978,771,A037,1,True,2,76,3
E18530,2024-10-07,True,Información general,Media,1247,698,A395,2,True,2,75,4
E18531,2023-05-22,False,Consulta de matrícula,Baja,1773,832,A244,2,False,4,25,1
E18532,2023-05-15,True,Consulta de trámites,Media,1268,139,A035,1,False,5,58,2
E18533,2024-10-30,True,Consulta de trámites,Media,1353,335,A375,1,True,2,49,2
E18534,2023-03-10,False,Consulta de matrícula,Baja,1344,461,A025,3,True,4,32,2
E18535,2024-03-08,True,Consulta de matrícula,Baja,728,161,A469,1,True,1,97,4
E18536,2023-01-27,True,Queja,Media,1372,1203,A383,1,False,2,70,3
E18537,2024-04-29,False,Solicitud de documentos,Media,1100,408,A087,3,True,4,61,3
E18538,2023-09-07,False,Solicitud de documentos,Media,1318,954,A001,3,True,5,77,3
E18539,2023-06-27,False,Información general,Alta,1255,348,A239,2,True,3,69,3
E18540,2024-08-23,False,Información general,Baja,472,5,A363,2,True,2,86,4
E18541,2023-01-01,False,Información general,Baja,1742,902,A302,1,True,4,40,2
E18542,2023-03-28,False,Consulta de matrícula,Baja,1828,1366,A042,3,True,3,73,3
E18543,2024-11-27,True,Consulta de matrícula,Media,1165,66,A311,3,True,5,29,2
E18544,2024-02-18,True,Consulta de trámites,Media,982,540,A463,2,True,2,87,4
E18545,2024-06-07,True,Queja,Media,1642,1350,A115,2,True,4,42,3
E18546,2024-10-08,False,Solicitud de documentos,Media,1552,399,A385,1,True,3,30,2
E18547,2024-03-19,True,Queja,Media,455,245,A231,3,True,1,90,4
E18548,2024-05-05,False,Consulta de matrícula,Media,717,392,A140,2,True,1,96,5
E18549,2024-07-06,True,Consulta de trámites,Media,1280,908,A147,1,True,4,45,2
E18550,2023-07-02,False,Solicitud de documentos,Alta,1148,593,A131,1,True,3,32,2
E18551,2024-03-27,True,Queja,Baja,1137,5,A338,1,True,1,70,3
E18552,2023-09-04,False,Información general,Media,1601,1103,A305,2,True,2,23,2
E18553,2023-05-09,False,Queja,Baja,929,5,A203,2,True,4,53,3
E18554,2024-11-01,False,Consulta de matrícula,Media,1712,1180,A463,2,False,5,52,2
E18555,2023-01-29,False,Solicitud de documentos,Media,1311,499,A083,2,True,2,71,4
E18556,2023-10-02,True,Consulta de trámites,Media,1297,1231,A090,2,True,4,24,2
E18557,2024-03-30,True,Información general,Media,725,5,A184,3,True,1,69,4
E18558,2024-11-19,False,Queja,Media,1590,833,A416,3,True,5,49,3
E18559,2024-04-19,False,Información general,Alta,407,5,A043,3,True,2,95,4
E18560,2024-01-15,False,Consulta de trámites,Media,1507,996,A177,3,True,3,63,3
E18561,2024-07-13,True,Información general,Baja,1610,1545,A406,1,True,5,54,2
E18562,2024-11-28,False,Consulta de matrícula,Alta,1339,615,A176,1,True,1,71,4
E18563,2024-12-11,False,Consulta de trámites,Media,424,60,A099,3,True,5,43,3
E18564,2024-07-15,True,Consulta de trámites,Media,1022,723,A024,2,True,1,62,4
E18565,2024-05-07,False,Consulta de trámites,Media,731,59,A290,3,True,4,66,4
E18566,2023-04-22,False,Solicitud de documentos,Alta,1042,5,A487,3,True,2,61,4
E18567,2024-04-20,True,Queja,Media,1486,1059,A338,1,True,4,54,2
E18568,2024-04-04,False,Solicitud de documentos,Alta,1972,1006,A184,2,True,5,42,2
E18569,2023-01-14,False,Solicitud de documentos,Media,1051,828,A302,1,True,4,56,2
E18570,2024-03-20,True,Queja,Media,990,5,A201,2,True,2,45,3
E18571,2023-04-24,False,Información general,Baja,1254,493,A084,1,False,5,20,1
E18572,2023-08-30,True,Consulta de trámites,Baja,1556,1074,A272,3,True,4,48,2
E18573,2024-10-04,False,Queja,Media,1718,1242,A490,2,True,4,71,3
E18574,2023-02-08,False,Queja,Media,1419,1366,A187,1,True,4,32,2
E18575,2023-12-21,False,Solicitud de documentos,Alta,889,812,A487,3,True,3,78,4
E18576,2023-11-05,False,Solicitud de documentos,Media,1811,643,A062,1,True,5,47,2
E18577,2024-12-02,False,Consulta de trámites,Alta,1419,659,A351,1,True,2,79,3
E18578,2023-03-28,True,Consulta de matrícula,Baja,877,673,A373,1,True,5,26,1
E18579,2024-09-23,False,Consulta de trámites,Baja,1656,1403,A064,3,False,5,52,2
E18580,2024-09-08,False,Consulta de trámites,Media,1283,585,A265,2,True,4,28,2
E18581,2024-05-20,True,Queja,Alta,839,5,A070,1,True,1,63,3
E18582,2023-06-26,True,Solicitud de documentos,Alta,2029,1796,A071,3,False,4,14,1
E18583,2023-07-01,False,Queja,Media,713,239,A262,1,True,1,77,4
E18584,2024-05-28,True,Solicitud de documentos,Alta,1099,869,A432,2,True,3,31,2
E18585,2023-06-30,False,Solicitud de documentos,Alta,1209,271,A432,1,False,3,37,1
E18586,2023-06-18,True,Consulta de trámites,Baja,669,5,A365,3,True,1,95,4
E18587,2023-05-31,True,Queja,Media,1163,543,A090,1,False,4,46,2
E18588,2023-04-22,False,Consulta de trámites,Media,1440,486,A190,1,True,4,30,2
E18589,2023-03-11,True,Queja,Baja,1361,170,A054,2,False,5,15,1
E18590,2023-10-23,False,Queja,Media,1523,410,A305,2,True,5,33,1
E18591,2024-10-14,True,Consulta de matrícula,Media,1040,948,A480,2,False,3,42,3
E18592,2024-04-22,True,Solicitud de documentos,Alta,1623,818,A033,1,True,5,2,1
E18593,2024-05-05,True,Consulta de matrícula,Baja,1659,838,A191,3,True,5,33,2
E18594,2024-02-03,False,Información general,Alta,1247,449,A078,1,False,5,38,2
E18595,2024-08-30,False,Consulta de trámites,Alta,1215,148,A291,1,True,3,63,3
E18596,2023-03-14,True,Consulta de trámites,Media,1461,834,A452,1,True,5,31,1
E18597,2024-01-22,False,Consulta de trámites,Baja,1313,1214,A110,1,True,1,90,4
E18598,2024-05-23,False,Consulta de trámites,Alta,828,5,A102,2,True,2,68,3
E18599,2023-03-05,False,Queja,Media,1629,977,A105,2,True,2,83,4
E18600,2023-12-11,True,Consulta de trámites,Media,1063,21,A087,2,False,5,26,2
E18601,2023-10-30,False,Información general,Media,1893,1783,A370,2,True,5,27,2
E18602,2024-08-29,True,Consulta de trámites,Baja,1011,749,A192,3,True,5,41,3
E18603,2023-10-31,True,Consulta de trámites,Media,839,400,A246,1,True,1,65,4
E18604,2024-01-24,True,Solicitud de documentos,Media,917,626,A255,1,True,3,74,3
E18605,2023-05-30,True,Solicitud de documentos,Baja,971,274,A125,1,True,2,62,3
E18606,2024-10-29,True,Información general,Media,882,5,A349,3,True,4,53,3
E18607,2024-07-11,False,Consulta de matrícula,Alta,1516,479,A480,3,True,5,24,2
E18608,2024-04-26,False,Solicitud de documentos,Alta,660,180,A463,2,True,4,98,4
E18609,2024-11-26,True,Consulta de trámites,Baja,343,5,A079,1,True,1,66,4
E18610,2023-06-25,False,Queja,Baja,877,198,A491,1,True,3,56,3
E18611,2023-12-23,False,Consulta de matrícula,Alta,1285,569,A303,3,True,4,53,3
E18612,2023-07-25,False,Consulta de trámites,Baja,1709,1231,A364,1,True,5,41,2
E18613,2024-02-17,False,Queja,Baja,1988,1435,A455,3,True,5,30,2
E18614,2024-01-25,False,Queja,Baja,1147,244,A256,2,False,1,88,4
E18615,2023-03-23,False,Consulta de trámites,Baja,1854,671,A238,3,True,5,28,2
E18616,2024-06-15,False,Consulta de matrícula,Media,1967,1330,A014,1,True,4,24,1
E18617,2023-02-01,True,Queja,Media,775,5,A159,3,True,3,58,3
E18618,2023-05-31,True,Consulta de matrícula,Media,1454,311,A003,3,True,5,62,3
E18619,2024-11-16,True,Consulta de matrícula,Baja,1627,1272,A397,2,True,5,6,1
E18620,2024-11-09,False,Consulta de matrícula,Baja,1761,725,A215,1,True,4,63,3
E18621,2024-10-13,False,Solicitud de documentos,Baja,996,5,A333,1,True,3,71,3
E18622,2024-11-05,True,Queja,Media,1540,673,A230,2,True,4,51,3
E18623,2024-08-14,False,Queja,Baja,1496,1181,A031,3,True,1,92,4
E18624,2023-03-30,False,Información general,Media,1451,863,A451,3,True,5,56,2
E18625,2023-03-09,True,Información general,Alta,1591,691,A199,1,True,2,59,3
E18626,2024-06-27,True,Queja,Alta,511,352,A034,3,True,1,116,5
E18627,2024-06-06,True,Consulta de matrícula,Alta,1088,858,A157,2,True,2,84,4
E18628,2024-01-13,False,Consulta de matrícula,Alta,1872,1580,A355,1,True,4,50,2
E18629,2024-01-26,False,Queja,Media,1337,195,A432,3,True,2,60,4
E18630,2024-09-02,False,Queja,Baja,972,5,A481,2,True,3,67,4
E18631,2024-01-05,True,Queja,Baja,845,442,A273,2,True,5,32,2
E18632,2023-02-18,True,Solicitud de documentos,Baja,927,275,A252,1,True,3,35,2
E18633,2023-12-14,False,Consulta de trámites,Alta,984,355,A287,1,True,3,59,2
E18634,2024-01-06,True,Queja,Media,1171,295,A283,3,True,4,50,3
E18635,2024-06-15,True,Información general,Media,898,5,A129,3,True,3,79,4
E18636,2023-07-31,False,Consulta de trámites,Media,1043,959,A469,3,False,2,76,3
E18637,2023-12-19,True,Queja,Media,1147,127,A319,2,True,1,76,3
E18638,2024-07-19,True,Información general,Media,776,319,A409,2,True,1,75,4
E18639,2023-12-19,True,Consulta de trámites,Media,962,307,A282,3,True,1,74,4
E18640,2023-10-01,False,Consulta de trámites,Alta,734,11,A336,1,False,2,63,3
E18641,2023-07-01,False,Queja,Media,1560,1194,A118,2,True,5,38,2
E18642,2024-06-04,True,Consulta de trámites,Baja,2021,1244,A270,2,True,2,66,3
E18643,2023-05-09,False,Queja,Alta,1416,948,A395,3,True,1,57,3
E18644,2024-03-21,False,Consulta de trámites,Media,2134,2062,A449,1,False,5,30,2
E18645,2023-05-29,False,Consulta de trámites,Media,1866,1561,A041,2,True,4,25,2
E18646,2023-04-17,True,Consulta de matrícula,Media,925,591,A114,1,True,2,57,3
E18647,2024-12-28,False,Queja,Media,1190,897,A461,2,False,3,26,2
E18648,2023-05-23,True,Consulta de matrícula,Baja,1140,345,A065,1,True,3,46,2
E18649,2024-07-17,True,Solicitud de documentos,Media,2050,901,A372,1,True,3,42,2
E18650,2023-07-28,False,Solicitud de documentos,Alta,1721,633,A399,2,True,2,53,2
E18651,2023-01-31,True,Consulta de trámites,Media,1442,331,A072,1,True,4,32,2
E18652,2023-05-11,False,Consulta de matrícula,Media,1461,770,A073,2,False,5,0,1
E18653,2023-08-20,False,Consulta de matrícula,Baja,460,5,A268,2,True,2,64,3
E18654,2024-01-04,True,Consulta de matrícula,Baja,1255,331,A320,1,True,2,50,3
E18655,2024-08-21,True,Información general,Media,1280,485,A044,2,True,2,65,3
E18656,2024-12-19,False,Queja,Baja,1433,996,A464,1,True,5,31,1
E18657,2023-07-17,False,Queja,Baja,982,87,A101,2,True,4,52,3
E18658,2024-12-20,False,Consulta de trámites,Baja,1352,201,A014,1,True,2,54,3
E18659,2024-05-11,False,Información general,Media,1080,723,A125,2,False,1,57,3
E18660,2024-08-17,True,Solicitud de documentos,Media,1260,758,A121,2,True,5,38,2
E18661,2024-09-26,True,Queja,Media,1217,19,A265,3,True,4,75,3
E18662,2023-03-28,True,Información general,Alta,1150,689,A034,2,False,1,99,4
E18663,2023-01-01,False,Solicitud de documentos,Media,1117,281,A089,2,True,2,69,4
E18664,2024-10-09,True,Consulta de matrícula,Media,1001,5,A026,1,True,1,98,4
E18665,2023-12-10,True,Solicitud de documentos,Media,1615,467,A437,1,True,3,51,2
E18666,2024-12-25,True,Solicitud de documentos,Alta,1048,421,A117,1,True,4,37,2
E18667,2023-03-11,True,Consulta de matrícula,Media,1414,817,A236,1,True,4,59,2
E18668,2024-11-08,False,Queja,Baja,1723,1435,A463,3,True,3,64,3
E18669,2023-06-25,True,Solicitud de documentos,Media,605,296,A071,3,False,1,74,3
E18670,2023-01-08,True,Consulta de trámites,Media,1662,1039,A145,1,False,4,19,1
E18671,2023-07-14,True,Solicitud de documentos,Alta,1264,880,A188,1,False,2,54,2
E18672,2024-06-29,True,Consulta de trámites,Media,964,855,A382,1,True,3,84,4
E18673,2024-06-11,False,Información general,Media,1847,976,A148,1,True,4,7,1
E18674,2023-02-07,False,Queja,Baja,1165,496,A465,2,True,4,79,3
E18675,2024-11-02,True,Consulta de trámites,Media,1829,684,A037,1,True,5,19,1
E18676,2023-03-30,False,Queja,Media,993,144,A393,2,True,1,59,3
E18677,2023-01-02,False,Consulta de matrícula,Baja,1077,41,A240,1,False,3,71,3
E18678,2023-08-12,False,Queja,Baja,1147,1059,A410,3,True,4,64,3
E18679,2023-10-30,False,Consulta de matrícula,Baja,1009,201,A002,3,True,3,95,5
E18680,2024-02-13,True,Consulta de trámites,Baja,427,5,A076,1,True,2,91,4
E18681,2023-02-15,False,Solicitud de documentos,Alta,1337,1292,A398,3,True,5,27,2
E18682,2023-07-20,False,Queja,Baja,1156,971,A208,3,True,1,61,4
E18683,2024-04-07,True,Solicitud de documentos,Media,1241,871,A083,3,True,1,93,5
