id_estudiante,fecha_consulta,derivado,tipo_consulta,urgencia,tiempo_consulta,tiempo_espera,id_asesor,calidad_del_servicio,consulta_resuelta,satisfaccion_estudiante,indice_promotor_neto,puntaje_esfuerzo_cliente,mes_consulta
E17531,2023-01-14,False,Consulta de trámites,Baja,1339,754,A246,3,True,3,4,2,enero
E17532,2024-02-02,True,Queja,Media,503,503,A428,1,True,2,58,4,febrero
E17533,2024-01-21,True,Queja,Media,2161,834,A367,3,True,5,-8,3,enero
E17534,2023-10-17,True,Información general,Media,34,34,A239,1,False,2,63,5,octubre
E17535,2023-04-23,True,Consulta de matrícula,Baja,1708,975,A228,3,True,5,29,2,abril
E17536,2024-11-27,True,Consulta de matrícula,Baja,2666,191,A048,3,True,5,-26,3,noviembre
E17537,2023-06-16,False,Consulta de trámites,Media,456,456,A141,1,False,1,-38,4,junio
E17538,2023-04-03,True,Consulta de trámites,Media,40,40,A409,3,True,5,7,5,abril
E17539,2024-09-01,True,Consulta de trámites,Baja,923,337,A458,1,True,5,87,1,septiembre
E17540,2024-04-06,True,Consulta de matrícula,Media,2057,720,A267,2,True,1,53,2,abril
E17541,2024-03-23,True,Información general,Media,1821,1104,A381,1,False,5,11,2,marzo
E17542,2023-08-30,True,Información general,Media,2128,950,A338,2,True,1,34,2,agosto
E17543,2023-11-20,True,Solicitud de documentos,Media,1449,53,A011,3,True,4,79,4,noviembre
E17544,2024-05-13,True,Consulta de matrícula,Alta,2580,713,A042,1,False,5,34,3,mayo
E17545,2024-05-18,False,Solicitud de documentos,Media,2450,239,A101,2,True,2,100,4,mayo
E17546,2023-11-27,False,Queja,Baja,469,469,A171,1,True,5,-81,2,noviembre
E17547,2024-05-22,False,Consulta de trámites,Media,1008,46,A143,1,False,1,-50,4,mayo
E17548,2023-05-27,False,Solicitud de documentos,Media,1456,277,A394,1,True,4,-29,5,mayo
E17549,2023-04-18,True,Solicitud de documentos,Media,1950,219,A421,2,True,4,67,4,abril
E17550,2024-11-11,False,Consulta de matrícula,Alta,1707,721,A183,2,True,3,7,4,noviembre
E17551,2024-11-13,True,Consulta de trámites,Alta,3438,718,A433,2,True,4,38,4,noviembre
E17552,2023-04-04,False,Consulta de trámites,Media,2655,102,A006,3,False,2,52,5,abril
E17553,2023-04-28,False,Información general,Baja,1668,677,A449,1,False,1,-34,3,abril
E17554,2024-09-23,True,Solicitud de documentos,Media,1558,736,A228,3,True,1,-17,3,septiembre
E17555,2023-08-20,True,Información general,Media,451,451,A406,2,False,4,-83,3,agosto
E17556,2023-11-12,False,Solicitud de documentos,Alta,3058,409,A058,3,True,4,32,5,noviembre
E17557,2023-03-29,False,Consulta de matrícula,Baja,2993,675,A076,2,True,2,55,1,marzo
E17558,2023-06-18,False,Consulta de matrícula,Baja,209,176,A361,3,True,4,-47,3,junio
E17559,2024-03-22,False,Queja,Baja,1460,993,A345,1,True,2,87,3,marzo
E17560,2023-02-23,True,Solicitud de documentos,Media,2171,252,A175,1,True,2,35,2,febrero
E17561,2024-11-22,False,Solicitud de documentos,Alta,2654,687,A119,1,True,1,-92,1,noviembre
E17562,2023-02-13,False,Consulta de trámites,Media,2083,590,A181,1,False,3,67,3,febrero
E17563,2024-11-29,False,Consulta de trámites,Baja,3308,943,A416,2,True,5,-66,1,noviembre
E17564,2024-02-13,False,Información general,Alta,2990,612,A100,1,False,2,70,5,febrero
E17565,2023-10-23,False,Queja,Baja,1473,1125,A142,3,True,3,-6,2,octubre
E17566,2024-07-10,True,Consulta de matrícula,Media,3319,230,A068,1,True,4,-43,3,julio
E17567,2023-05-03,True,Solicitud de documentos,Baja,2579,719,A094,3,True,3,-8,4,mayo
E17568,2023-12-09,True,Información general,Media,859,663,A079,3,True,1,-95,5,diciembre
E17569,2024-03-11,True,Queja,Baja,2776,111,A312,2,False,3,-99,2,marzo
E17570,2024-09-04,True,Consulta de trámites,Media,2527,995,A228,2,True,5,-21,3,septiembre
E17571,2024-03-25,False,Queja,Media,1037,63,A028,3,True,4,15,5,marzo
E17572,2024-11-22,True,Información general,Alta,1234,973,A015,2,True,5,3,3,noviembre
E17573,2023-06-26,True,Consulta de matrícula,Media,3594,850,A065,2,True,4,-29,4,junio
E17574,2024-01-31,False,Consulta de trámites,Baja,1832,95,A331,2,True,4,98,5,enero
E17575,2023-08-25,True,Consulta de trámites,Alta,648,355,A084,2,True,5,-27,4,agosto
E17576,2024-03-29,True,Consulta de matrícula,Media,2701,736,A466,1,False,3,1,1,marzo
E17577,2024-12-05,True,Consulta de trámites,Media,2215,564,A092,1,False,1,-35,3,diciembre
E17578,2024-09-02,True,Información general,Baja,33,33,A240,3,False,5,98,4,septiembre
E17579,2023-09-03,False,Consulta de trámites,Media,2992,218,A359,3,True,1,30,1,septiembre
E17580,2023-11-10,False,Solicitud de documentos,Media,1988,718,A050,3,True,4,-76,1,noviembre
E17581,2023-09-19,True,Queja,Baja,495,102,A489,2,True,3,-21,3,septiembre
E17582,2024-03-24,False,Información general,Baja,393,331,A176,1,True,3,57,5,marzo
E17583,2023-09-27,True,Consulta de matrícula,Baja,2675,1090,A470,3,True,3,-75,4,septiembre
E17584,2023-07-26,False,Información general,Baja,603,603,A453,1,True,4,59,2,julio
E17585,2023-08-04,False,Solicitud de documentos,Media,3527,225,A324,3,True,1,29,1,agosto
E17586,2024-04-08,False,Consulta de trámites,Media,3130,193,A424,2,True,3,68,2,abril
E17587,2024-06-15,False,Consulta de trámites,Media,3308,274,A029,1,True,3,17,4,junio
E17588,2024-11-30,False,Información general,Media,3017,1150,A284,3,True,4,99,4,noviembre
E17589,2024-08-08,False,Consulta de trámites,Alta,1565,556,A100,1,True,3,14,2,agosto
E17590,2024-11-19,False,Consulta de trámites,Alta,2503,532,A253,1,True,3,-49,2,noviembre
E17591,2024-04-03,False,Solicitud de documentos,Media,3496,1142,A247,2,True,4,-37,4,abril
E17592,2024-09-30,False,Consulta de matrícula,Media,2904,754,A118,1,True,3,-48,4,septiembre
E17593,2024-10-17,False,Queja,Baja,3576,1093,A049,2,True,2,-98,5,octubre
E17594,2024-03-04,False,Información general,Alta,1299,747,A492,1,True,1,-49,2,marzo
E17595,2023-10-15,True,Consulta de matrícula,Baja,1424,245,A062,2,True,3,66,1,octubre
E17596,2023-05-28,False,Queja,Baja,2220,429,A058,1,True,1,-20,5,mayo
E17597,2024-04-19,True,Consulta de matrícula,Media,2720,508,A131,3,True,2,21,2,abril
E17598,2023-05-31,False,Información general,Media,2029,668,A116,2,False,3,56,5,mayo
E17599,2023-10-05,True,Solicitud de documentos,Media,1081,715,A391,1,True,2,58,5,octubre
E17600,2024-01-29,True,Solicitud de documentos,Media,3217,93,A082,2,True,1,-93,3,enero
E17601,2024-10-24,True,Solicitud de documentos,Alta,1490,950,A435,2,True,4,-35,2,octubre
E17602,2024-09-21,False,Consulta de matrícula,Media,781,67,A094,2,True,1,-67,4,septiembre
E17603,2023-11-12,False,Información general,Media,2759,1128,A196,3,True,5,57,2,noviembre
E17604,2023-11-07,False,Consulta de trámites,Alta,44,44,A007,1,True,4,-6,2,noviembre
E17605,2023-04-06,False,Consulta de trámites,Media,2117,992,A145,3,True,3,81,2,abril
E17606,2023-08-16,True,Solicitud de documentos,Media,1527,323,A201,2,True,5,78,4,agosto
E17607,2023-10-09,False,Consulta de matrícula,Baja,63,63,A403,1,True,2,-4,2,octubre
E17608,2024-02-18,False,Consulta de trámites,Baja,2625,680,A110,2,True,2,-35,3,febrero
E17609,2024-01-26,False,Consulta de matrícula,Baja,2360,166,A195,1,True,5,72,4,enero
E17610,2023-06-01,False,Información general,Baja,427,223,A191,2,False,3,-42,1,junio
E17611,2023-04-26,False,Solicitud de documentos,Media,271,271,A373,3,True,3,84,3,abril
E17612,2023-03-28,False,Queja,Media,160,160,A168,2,True,5,-51,2,marzo
E17613,2024-03-28,False,Solicitud de documentos,Media,2208,1182,A061,2,False,1,53,3,marzo
E17614,2024-10-19,False,Queja,Baja,863,475,A177,1,True,5,36,5,octubre
E17615,2024-02-28,True,Consulta de trámites,Alta,2265,32,A367,3,False,4,86,4,febrero
E17616,2023-07-29,True,Queja,Media,451,406,A010,2,True,4,15,1,julio
E17617,2023-06-03,False,Consulta de matrícula,Baja,2561,524,A215,3,True,5,65,1,junio
E17618,2023-09-21,False,Queja,Baja,3226,688,A491,3,True,1,-17,2,septiembre
E17619,2023-09-24,False,Consulta de trámites,Media,1695,332,A366,1,True,4,69,1,septiembre
E17620,2024-06-25,False,Consulta de trámites,Alta,2192,483,A243,1,True,3,-53,3,junio
E17621,2024-05-05,True,Solicitud de documentos,Media,492,321,A389,1,True,4,-26,1,mayo
E17622,2023-07-16,True,Consulta de trámites,Media,1887,770,A121,3,True,3,27,3,julio
E17623,2024-10-26,False,Consulta de matrícula,Baja,129,129,A358,2,True,4,89,5,octubre
E17624,2023-12-10,True,Queja,Baja,1529,627,A497,1,True,5,17,1,diciembre
E17625,2023-10-14,True,Información general,Alta,747,533,A215,3,True,4,-49,3,octubre
E17626,2023-10-22,False,Consulta de trámites,Media,3131,1135,A227,3,True,4,66,5,octubre
E17627,2024-09-21,False,Queja,Baja,2048,446,A429,2,False,1,-8,4,septiembre
E17628,2024-02-20,False,Solicitud de documentos,Baja,933,360,A186,3,True,5,-26,2,febrero
E17629,2023-12-22,True,Información general,Media,2685,738,A385,1,True,1,5,4,diciembre
E17630,2024-03-30,True,Solicitud de documentos,Media,795,795,A474,1,True,2,-2,2,marzo
E17631,2023-07-25,False,Consulta de matrícula,Media,1841,190,A468,1,True,5,66,1,julio
E17632,2023-01-17,False,Solicitud de documentos,Alta,2951,735,A406,1,True,4,-87,5,enero
E17633,2024-07-11,True,Queja,Baja,2320,972,A360,1,True,2,-45,4,julio
E17634,2023-10-24,True,Información general,Baja,108,108,A353,3,True,3,83,2,octubre
E17635,2024-04-15,False,Solicitud de documentos,Alta,220,220,A176,1,True,5,2,5,abril
E17636,2023-01-30,True,Solicitud de documentos,Alta,875,88,A264,1,False,5,2,3,enero
E17637,2023-04-08,False,Consulta de matrícula,Baja,854,407,A389,1,True,4,78,5,abril
E17638,2023-10-27,False,Queja,Media,1776,739,A197,1,True,5,49,5,octubre
E17639,2024-02-04,True,Solicitud de documentos,Baja,857,857,A405,2,True,4,-59,3,febrero
E17640,2024-08-17,True,Queja,Media,1585,746,A037,3,True,4,-38,2,agosto
E17641,2023-10-14,True,Consulta de trámites,Media,1556,770,A387,3,False,5,80,1,octubre
E17642,2023-12-24,False,Consulta de matrícula,Media,144,48,A077,1,False,5,0,3,diciembre
E17643,2023-08-01,False,Consulta de matrícula,Baja,3383,522,A097,2,True,3,33,5,agosto
E17644,2023-06-17,False,Consulta de matrícula,Media,3094,820,A256,2,True,4,-19,3,junio
E17645,2024-01-17,False,Queja,Media,2557,746,A202,2,False,1,-60,1,enero
E17646,2024-12-23,False,Solicitud de documentos,Baja,3037,686,A263,1,True,3,68,3,diciembre
E17647,2024-12-03,False,Solicitud de documentos,Baja,1579,834,A487,2,True,3,22,3,diciembre
E17648,2023-12-21,True,Queja,Media,2163,643,A138,2,False,1,-77,1,diciembre
E17649,2023-04-08,False,Queja,Media,763,763,A177,1,True,5,42,5,abril
E17650,2023-06-04,False,Consulta de trámites,Alta,923,87,A428,1,True,5,40,4,junio
E17651,2024-12-07,False,Información general,Media,2627,435,A351,2,True,4,-22,2,diciembre
E17652,2023-08-26,False,Información general,Baja,1238,1183,A086,3,True,5,-34,4,agosto
E17653,2024-08-11,True,Consulta de matrícula,Baja,1595,1151,A495,1,True,1,-1,3,agosto
E17654,2024-01-27,False,Solicitud de documentos,Alta,2976,452,A355,3,True,3,58,4,enero
E17655,2024-07-31,True,Consulta de matrícula,Baja,789,521,A411,3,True,3,-84,5,julio
E17656,2023-10-09,True,Solicitud de documentos,Media,3328,782,A423,3,True,2,69,1,octubre
E17657,2023-10-03,False,Solicitud de documentos,Alta,1620,761,A254,1,True,5,-82,1,octubre
E17658,2024-07-30,False,Consulta de trámites,Alta,1028,1028,A389,3,True,1,68,4,julio
E17659,2024-03-14,True,Queja,Baja,1407,847,A304,1,True,5,83,4,marzo
E17660,2024-02-22,True,Queja,Media,3210,23,A311,1,False,5,-80,5,febrero
E17661,2024-10-31,False,Queja,Media,2792,791,A024,3,True,4,-25,1,octubre
E17662,2023-11-22,True,Información general,Media,2410,225,A456,2,True,2,-93,1,noviembre
E17663,2024-10-03,False,Queja,Baja,2655,1046,A422,2,True,5,-46,5,octubre
E17664,2024-05-05,False,Información general,Baja,2753,634,A139,1,True,2,35,3,mayo
E17665,2024-08-29,True,Consulta de matrícula,Media,2541,1028,A114,3,False,1,-86,4,agosto
E17666,2024-09-19,False,Información general,Alta,2515,418,A306,3,True,1,60,2,septiembre
E17667,2024-12-22,False,Solicitud de documentos,Baja,1981,554,A234,2,True,3,1,2,diciembre
E17668,2024-08-16,False,Consulta de trámites,Baja,3444,474,A084,3,False,1,-2,3,agosto
E17669,2023-12-01,True,Consulta de trámites,Baja,1418,874,A389,1,False,3,3,2,diciembre
E17670,2024-07-04,True,Solicitud de documentos,Baja,3438,620,A419,1,True,5,30,5,julio
E17671,2023-02-05,True,Consulta de matrícula,Media,1775,731,A282,3,True,1,11,3,febrero
E17672,2024-02-04,False,Consulta de trámites,Baja,2093,543,A499,2,True,1,32,1,febrero
E17673,2024-11-17,True,Solicitud de documentos,Baja,1886,538,A245,3,True,1,42,5,noviembre
E17674,2024-04-22,True,Consulta de trámites,Baja,171,171,A073,1,True,4,-70,3,abril
E17675,2024-02-14,True,Información general,Media,95,95,A244,1,True,1,-30,1,febrero
E17676,2024-11-08,False,Consulta de trámites,Baja,739,709,A268,1,True,2,40,3,noviembre
E17677,2023-08-10,False,Información general,Baja,3063,883,A075,2,True,3,2,2,agosto
E17678,2023-08-20,True,Información general,Baja,2004,236,A398,1,False,5,-98,5,agosto
E17679,2024-12-20,True,Consulta de trámites,Media,585,185,A232,1,True,4,8,4,diciembre
E17680,2023-05-31,True,Consulta de trámites,Alta,2725,328,A108,3,True,1,70,1,mayo
E17681,2023-07-18,False,Información general,Media,3189,199,A211,3,True,3,42,2,julio
E17682,2024-03-19,True,Consulta de trámites,Baja,2263,593,A028,2,True,4,81,2,marzo
E17683,2023-05-03,False,Consulta de matrícula,Alta,68,68,A232,2,True,5,100,5,mayo
E17684,2024-12-08,False,Queja,Media,3407,337,A477,3,False,1,27,2,diciembre
E17685,2023-11-04,False,Queja,Media,456,84,A464,1,False,4,-31,2,noviembre
E17686,2024-03-05,True,Solicitud de documentos,Baja,93,93,A420,1,True,3,77,3,marzo
E17687,2023-04-09,True,Queja,Alta,2070,116,A266,1,True,1,36,3,abril
E17688,2024-07-06,False,Consulta de matrícula,Baja,1138,625,A382,3,True,5,13,1,julio
E17689,2024-07-07,False,Queja,Media,1713,260,A213,1,False,4,56,1,julio
E17690,2024-09-20,False,Queja,Baja,1311,767,A364,3,True,3,74,2,septiembre
E17691,2024-11-22,False,Consulta de matrícula,Baja,328,328,A319,2,True,3,87,5,noviembre
E17692,2024-01-23,True,Información general,Baja,1605,533,A193,1,True,4,-83,1,enero
E17693,2023-03-09,True,Queja,Media,2135,757,A032,3,True,3,26,3,marzo
E17694,2024-07-24,False,Solicitud de documentos,Alta,881,881,A200,1,True,5,-15,4,julio
E17695,2024-01-12,False,Queja,Media,3214,1181,A088,3,True,4,46,5,enero
E17696,2023-10-26,False,Queja,Media,2163,768,A001,1,True,2,18,2,octubre
E17697,2023-08-29,True,Consulta de matrícula,Baja,2346,639,A166,2,False,5,-34,5,agosto
E17698,2024-11-02,False,Consulta de matrícula,Media,2589,891,A404,2,True,3,43,2,noviembre
E17699,2024-10-01,True,Solicitud de documentos,Media,2200,480,A347,3,False,5,-98,3,octubre
E17700,2023-03-18,False,Consulta de trámites,Media,3569,109,A221,3,True,2,-27,1,marzo
E17701,2023-04-20,True,Consulta de matrícula,Baja,1161,405,A010,2,True,1,72,2,abril
E17702,2024-06-23,True,Consulta de trámites,Alta,1276,1082,A260,3,True,4,-75,2,junio
E17703,2024-10-25,False,Solicitud de documentos,Media,948,530,A026,2,True,4,63,3,octubre
E17704,2023-02-26,True,Queja,Media,1463,501,A007,1,True,2,-77,3,febrero
E17705,2023-06-12,True,Queja,Media,776,412,A210,2,True,2,-32,1,junio
E17706,2023-08-14,True,Consulta de trámites,Media,3346,166,A275,1,True,1,-29,2,agosto
E17707,2024-12-28,True,Solicitud de documentos,Alta,251,251,A347,3,False,3,-68,2,diciembre
E17708,2024-01-04,False,Solicitud de documentos,Media,2713,123,A479,2,False,3,90,5,enero
E17709,2024-12-09,False,Consulta de matrícula,Media,358,315,A117,1,True,2,84,4,diciembre
E17710,2024-11-06,False,Consulta de trámites,Baja,1476,353,A022,2,True,3,38,2,noviembre
E17711,2024-06-17,False,Consulta de matrícula,Baja,711,711,A128,1,True,5,-95,3,junio
E17712,2023-05-21,False,Consulta de trámites,Alta,274,269,A092,3,True,4,31,5,mayo
E17713,2024-12-24,True,Consulta de matrícula,Media,2621,422,A325,3,False,5,29,1,diciembre
E17714,2024-05-19,True,Consulta de matrícula,Media,1861,19,A410,2,True,3,-33,3,mayo
E17715,2024-01-19,True,Solicitud de documentos,Media,105,105,A393,1,True,3,67,4,enero
E17716,2023-12-15,True,Solicitud de documentos,Media,3481,1184,A384,3,True,3,-31,4,diciembre
E17717,2024-05-08,False,Queja,Alta,2793,323,A391,1,False,3,-69,1,mayo
E17718,2023-08-16,False,Queja,Alta,120,10,A093,3,True,1,93,1,agosto
E17719,2024-12-19,True,Solicitud de documentos,Media,331,331,A325,1,True,5,-52,2,diciembre
E17720,2023-01-18,False,Solicitud de documentos,Baja,567,505,A285,1,True,2,-88,1,enero
E17721,2023-04-07,True,Consulta de matrícula,Alta,136,9,A304,1,True,4,69,5,abril
E17722,2024-02-08,True,Queja,Media,1259,1011,A397,1,True,5,-97,1,febrero
E17723,2023-08-13,False,Solicitud de documentos,Baja,424,424,A221,3,True,2,-12,2,agosto
E17724,2024-12-03,False,Consulta de trámites,Baja,2687,518,A023,1,True,4,-16,1,diciembre
E17725,2024-08-23,False,Consulta de trámites,Media,3109,473,A344,1,True,3,-23,1,agosto
E17726,2023-06-20,False,Queja,Alta,708,708,A019,2,True,2,91,4,junio
E17727,2024-11-03,False,Consulta de trámites,Media,2092,946,A441,3,False,5,97,1,noviembre
E17728,2024-04-07,False,Consulta de matrícula,Alta,222,90,A147,2,True,4,90,3,abril
E17729,2024-06-22,False,Queja,Baja,2752,970,A225,2,True,1,46,3,junio
E17730,2023-12-09,True,Solicitud de documentos,Media,530,252,A225,1,True,2,55,5,diciembre
E17731,2024-07-17,False,Consulta de trámites,Baja,35,35,A486,2,True,2,-61,1,julio
E17732,2023-04-11,True,Consulta de matrícula,Baja,2192,750,A498,1,True,3,54,1,abril
E17733,2023-12-04,True,Solicitud de documentos,Media,3167,634,A215,2,True,4,-24,3,diciembre
E17734,2024-08-22,False,Información general,Alta,1804,760,A145,3,True,2,74,4,agosto
E17735,2024-03-17,True,Consulta de matrícula,Media,1008,407,A006,3,True,1,74,1,marzo
E17736,2023-11-09,False,Consulta de trámites,Baja,124,124,A318,2,True,4,-77,3,noviembre
E17737,2023-06-28,True,Consulta de matrícula,Media,3282,911,A049,2,True,5,9,5,junio
E17738,2023-11-20,True,Información general,Baja,2800,383,A028,3,True,5,10,5,noviembre
E17739,2023-01-12,True,Información general,Baja,2069,1003,A016,1,True,1,-16,1,enero
E17740,2023-06-27,False,Consulta de matrícula,Media,1972,913,A217,2,True,4,-73,3,junio
E17741,2023-06-15,True,Solicitud de documentos,Media,2096,1063,A290,1,False,3,71,2,junio
E17742,2024-07-16,True,Solicitud de documentos,Media,554,64,A019,1,True,1,31,5,julio
E17743,2024-01-24,True,Información general,Media,987,393,A203,1,True,1,-14,3,enero
E17744,2024-03-25,False,Queja,Alta,2201,1142,A466,3,True,4,46,5,marzo
E17745,2024-04-30,True,Queja,Media,293,293,A464,3,True,2,-34,1,abril
E17746,2023-05-17,False,Solicitud de documentos,Media,2454,607,A122,2,False,1,3,2,mayo
E17747,2024-09-02,True,Queja,Alta,1145,793,A488,2,True,5,23,4,septiembre
E17748,2023-04-21,True,Solicitud de documentos,Alta,3448,862,A090,3,False,3,-71,5,abril
E17749,2024-07-25,True,Consulta de trámites,Baja,2645,744,A397,1,False,5,-23,4,julio
E17750,2024-02-28,False,Solicitud de documentos,Media,146,146,A086,2,True,5,20,2,febrero
E17751,2024-05-30,True,Consulta de trámites,Alta,1347,1083,A178,2,True,1,9,5,mayo
E17752,2024-11-14,True,Información general,Baja,2439,646,A258,3,True,3,90,5,noviembre
E17753,2023-11-18,True,Queja,Media,2918,749,A351,2,False,5,-56,5,noviembre
E17754,2024-09-12,True,Información general,Media,1627,355,A122,2,False,2,-59,1,septiembre
E17755,2024-01-19,False,Consulta de matrícula,Baja,1242,1150,A385,2,False,3,-9,3,enero
E17756,2024-04-28,True,Consulta de matrícula,Media,3403,319,A047,1,False,4,37,2,abril
E17757,2023-10-12,True,Información general,Alta,1471,177,A155,3,True,1,27,1,octubre
E17758,2023-02-17,True,Solicitud de documentos,Media,2536,731,A369,1,True,5,98,5,febrero
E17759,2023-04-13,True,Solicitud de documentos,Baja,3372,618,A468,3,True,2,-38,2,abril
E17760,2024-12-15,False,Queja,Baja,2551,813,A118,1,True,3,8,3,diciembre
E17761,2024-09-29,True,Información general,Baja,1612,1096,A316,2,True,1,42,3,septiembre
E17762,2023-04-06,True,Consulta de matrícula,Baja,2243,1010,A032,1,True,1,5,1,abril
E17763,2024-02-15,False,Información general,Alta,1214,424,A111,1,True,2,-78,1,febrero
E17764,2023-06-18,True,Información general,Baja,2894,74,A306,3,True,2,-69,3,junio
E17765,2023-02-25,True,Queja,Media,896,896,A055,2,True,2,49,3,febrero
E17766,2024-09-29,True,Solicitud de documentos,Baja,1035,1035,A200,3,True,4,46,4,septiembre
E17767,2024-12-07,False,Consulta de matrícula,Baja,2488,469,A178,2,True,1,-41,2,diciembre
E17768,2024-09-19,True,Queja,Baja,3537,162,A345,2,True,4,-58,1,septiembre
E17769,2023-10-01,False,Consulta de matrícula,Baja,2921,1083,A257,2,True,5,-35,2,octubre
E17770,2024-02-05,False,Consulta de matrícula,Media,753,634,A023,1,True,4,15,5,febrero
E17771,2024-05-14,False,Solicitud de documentos,Media,1321,1158,A462,1,True,5,2,1,mayo
E17772,2024-04-14,False,Solicitud de documentos,Baja,2455,415,A460,2,False,4,47,3,abril
E17773,2023-06-19,False,Queja,Baja,791,518,A020,3,True,4,-15,3,junio
E17774,2023-07-11,False,Consulta de trámites,Media,2522,1045,A375,3,False,2,-97,2,julio
E17775,2024-03-14,False,Queja,Media,3522,604,A140,1,True,1,99,2,marzo
E17776,2024-04-05,True,Queja,Media,35,35,A495,3,True,3,-45,4,abril
E17777,2023-07-14,True,Consulta de trámites,Baja,1009,625,A197,2,True,2,-83,5,julio
E17778,2024-11-23,False,Consulta de matrícula,Media,1268,151,A356,3,False,3,47,3,noviembre
E17779,2023-09-09,False,Información general,Media,492,154,A251,2,True,4,-29,3,septiembre
E17780,2023-06-08,False,Consulta de trámites,Media,412,412,A053,3,True,2,-73,5,junio
E17781,2023-03-29,False,Información general,Media,3449,419,A344,1,True,1,16,2,marzo
E17782,2023-06-27,False,Consulta de matrícula,Baja,2879,1014,A178,3,True,3,-49,2,junio
E17783,2024-10-26,False,Consulta de trámites,Media,1445,1151,A273,1,True,3,-23,5,octubre
E17784,2024-02-17,True,Solicitud de documentos,Baja,3057,113,A092,3,True,4,-91,2,febrero
E17785,2023-10-12,True,Queja,Media,547,250,A104,1,True,2,-7,4,octubre
E17786,2024-09-03,False,Consulta de trámites,Media,217,217,A365,3,True,4,-97,5,septiembre
E17787,2024-04-01,False,Consulta de trámites,Alta,2231,616,A420,2,True,3,88,4,abril
E17788,2023-12-17,False,Consulta de matrícula,Baja,3278,134,A145,3,False,3,-34,3,diciembre
E17789,2024-05-21,True,Solicitud de documentos,Alta,1839,669,A237,3,True,2,93,5,mayo
E17790,2023-03-10,False,Consulta de trámites,Baja,156,156,A002,3,True,4,24,2,marzo
E17791,2024-04-15,True,Solicitud de documentos,Media,3243,847,A291,2,True,1,-68,4,abril
E17792,2023-03-16,True,Información general,Baja,2993,315,A204,2,True,5,96,5,marzo
E17793,2023-11-07,True,Consulta de trámites,Baja,1479,932,A448,1,True,2,44,3,noviembre
E17794,2023-02-12,False,Solicitud de documentos,Alta,2826,544,A312,3,False,2,-59,2,febrero
E17795,2023-08-12,False,Queja,Alta,2070,62,A280,2,False,5,-96,3,agosto
E17796,2023-06-04,True,Consulta de matrícula,Alta,2446,268,A279,1,True,2,-93,2,junio
E17797,2024-02-11,True,Solicitud de documentos,Media,3038,74,A030,3,False,1,4,5,febrero
E17798,2023-10-10,True,Consulta de matrícula,Alta,1883,486,A387,2,True,1,76,4,octubre
E17799,2024-06-06,True,Consulta de trámites,Media,773,636,A261,2,True,1,-80,2,junio
E17800,2023-11-23,False,Consulta de trámites,Media,452,452,A462,3,True,2,-29,2,noviembre
E17801,2024-01-22,True,Información general,Media,944,375,A256,2,False,1,-73,2,enero
E17802,2023-08-14,False,Consulta de matrícula,Baja,933,858,A399,1,True,1,60,1,agosto
E17803,2023-01-15,True,Queja,Baja,2330,126,A082,1,False,5,24,1,enero
E17804,2023-05-07,False,Queja,Media,2741,182,A136,2,True,5,-50,2,mayo
E17805,2024-10-14,True,Solicitud de documentos,Media,914,780,A465,2,True,3,-38,2,octubre
E17806,2023-08-01,False,Queja,Media,277,277,A362,2,True,2,94,1,agosto
E17807,2024-08-03,False,Consulta de matrícula,Media,45,45,A148,1,True,4,59,1,agosto
E17808,2023-02-18,False,Consulta de trámites,Baja,1450,34,A212,1,True,1,-1,1,febrero
E17809,2023-08-23,True,Consulta de matrícula,Alta,1167,997,A211,2,True,5,42,1,agosto
E17810,2023-04-20,False,Consulta de matrícula,Media,1046,923,A114,1,False,1,28,4,abril
E17811,2024-12-17,True,Consulta de trámites,Alta,443,443,A495,3,True,2,-1,3,diciembre
E17812,2023-07-03,False,Consulta de matrícula,Alta,1194,1004,A425,1,False,3,33,2,julio
E17813,2024-09-15,False,Queja,Alta,1778,106,A018,2,True,1,-42,2,septiembre
E17814,2024-03-21,True,Solicitud de documentos,Alta,368,191,A240,1,True,1,-84,4,marzo
E17815,2024-09-30,False,Solicitud de documentos,Media,2232,1085,A116,3,True,3,89,2,septiembre
E17816,2024-09-26,False,Consulta de matrícula,Alta,451,451,A280,2,False,1,53,5,septiembre
E17817,2024-05-26,True,Consulta de trámites,Media,521,521,A052,1,True,2,86,3,mayo
E17818,2024-04-18,False,Información general,Media,67,67,A377,3,True,4,27,5,abril
E17819,2024-02-03,False,Consulta de matrícula,Media,3280,405,A023,1,False,4,46,1,febrero
E17820,2024-02-27,False,Consulta de matrícula,Baja,3252,254,A161,3,True,4,-10,5,febrero
E17821,2023-04-02,False,Información general,Media,685,95,A048,3,False,4,61,1,abril
E17822,2023-01-09,True,Solicitud de documentos,Media,1099,633,A101,1,True,3,85,3,enero
E17823,2023-06-27,False,Solicitud de documentos,Media,1781,398,A402,2,True,4,56,4,junio
E17824,2023-11-11,False,Información general,Media,2588,127,A475,3,False,5,29,1,noviembre
E17825,2023-11-12,False,Consulta de trámites,Alta,969,969,A004,2,True,5,-63,3,noviembre
E17826,2023-11-02,False,Consulta de matrícula,Media,2191,187,A104,3,True,4,-18,2,noviembre
E17827,2023-06-28,False,Queja,Media,2797,251,A259,3,True,3,-43,4,junio
E17828,2023-04-14,False,Solicitud de documentos,Media,1486,453,A436,3,True,3,69,4,abril
